alien_name,alien_category,planet,galaxy,product,product_family,stage,created_date,close_date,closed,setup_charge,revenue_month
"Rosenbaum, Ortiz and Hessel",Horses,Aoede,Centaurus A,Sleek Rubber Gloves,California sorcerors,Decision,10-Jan-14,15-Jul-14,No,0,1800
"Rosenbaum, Ortiz and Hessel",Horses,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Decision,10-Jan-14,15-Jul-14,No,0,1600
Treutel-Torphy,Horses,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,8-Jan-14,12-Feb-14,Yes,,38
Treutel-Torphy,Horses,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,8-Jan-14,12-Feb-14,Yes,,32
Treutel-Torphy,Horses,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,8-Jan-14,12-Feb-14,Yes,,0
Treutel-Torphy,Horses,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,8-Jan-14,12-Feb-14,Yes,,0
Adams-Stanton,Ogres,Bebhionn,Andromeda,Sleek Rubber Gloves,California sorcerors,Qualification,28-Jan-14,1-Aug-14,No,,0
"Walter, Heathcote and Kuhlman",Ogres,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,3-Feb-14,30-Dec-13,Yes,,1332
Olson-Baumbach,Foxes,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,30-Jan-14,17-Jun-15,No,,516.2
O'Connell Inc,Ogres,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,31-Jan-14,31-Jan-14,Yes,,190
Stracke-Von,Dogs,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,7-Jan-14,5-Feb-14,Yes,,0
"Moore, Ryan and Kautzer",Dogs,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,4-Mar-14,4-Mar-14,Yes,,4440
Rippin Group,Vixens,Albiorix,Andromeda,Practical Cotton Table,Rhode Island people,Closed Won,27-Jan-14,31-Jan-14,Yes,,12
"Flatley, Medhurst and Fahey",Ducks,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Proposal,27-Jan-14,2-Apr-14,No,,0
"Goodwin, Fisher and Nader",Unknown,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Identification,24-Jan-14,15-Sep-14,No,0,1255
"Goodwin, Fisher and Nader",Unknown,Aegaeon,Andromeda,Rustic Rubber Chair,California sorcerors,Identification,24-Jan-14,15-Sep-14,No,0,2000
Padberg LLC,Kangaroos,Amalthea,Milky Way,Incredible Granite Shoes,Alabama chickens,Qualification,3-Feb-14,18-Aug-14,No,300,30
Padberg LLC,Kangaroos,Amalthea,Milky Way,Ergonomic Plastic Pants,Alabama chickens,Qualification,3-Feb-14,18-Aug-14,No,300,100
"Collins, Waters and Deckow",Bees,Amalthea,Milky Way,Sleek Plastic Pants,Rhode Island people,Proposal,4-Mar-14,25-Jul-14,No,0,12.3
"Collins, Waters and Deckow",Bees,Amalthea,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Proposal,4-Mar-14,25-Jul-14,No,0,31.3
"Collins, Waters and Deckow",Bees,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Proposal,4-Mar-14,25-Jul-14,No,0,228.1
"Collins, Waters and Deckow",Bees,Amalthea,Milky Way,Practical Cotton Table,Rhode Island people,Proposal,4-Mar-14,25-Jul-14,No,0,36.3
"Collins, Waters and Deckow",Bees,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Proposal,4-Mar-14,25-Jul-14,No,0,0
"Collins, Waters and Deckow",Bees,Amalthea,Milky Way,Sleek Plastic Pants,Rhode Island people,Proposal,4-Mar-14,25-Jul-14,No,0,0
"Collins, Waters and Deckow",Bees,Amalthea,Milky Way,Practical Cotton Table,Rhode Island people,Proposal,4-Mar-14,25-Jul-14,No,0,0
"Collins, Waters and Deckow",Bees,Amalthea,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Proposal,4-Mar-14,25-Jul-14,No,0,0
Bosco-Wisoky,Dogs,Bergelmir,Milky Way,Rustic Rubber Chair,California sorcerors,Closed Won,30-Jan-14,28-Mar-14,Yes,5000,2446
Fahey-Spencer,Ogres,Aegaeon,Andromeda,Rustic Steel Car,Rhode Island people,Closed Lost,27-Jan-14,10-Feb-14,Yes,120000,0
Rippin Group,Vixens,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,27-Jan-14,31-Jan-14,Yes,,48.1
Rippin Group,Vixens,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,27-Jan-14,31-Jan-14,Yes,,105
"Flatley, Medhurst and Fahey",Ducks,Anthe,Andromeda,Sleek Plastic Pants,Rhode Island people,Proposal,27-Jan-14,2-Apr-14,No,,0
Watsica Inc,Ogres,Bebhionn,Andromeda,Rustic Steel Computer,Rhode Island people,Proposal,26-Jan-14,30-May-14,No,,0
Watsica Inc,Ogres,Bebhionn,Andromeda,Sleek Plastic Pants,Rhode Island people,Proposal,26-Jan-14,30-May-14,No,,0
"McCullough, Schiller and Schultz",Foxes,Aoede,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Identification,27-Jan-14,30-Sep-14,No,,240
Mohr-Ankunding,Frogs,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,29-Jan-14,29-Jan-14,Yes,,690
Kerluke Group,Horses,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,28-Jan-14,28-Jan-14,Yes,,2280
Marks LLC,Ducks,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,30-Jan-14,12-Sep-16,No,,0
"Blanda, Hills and D'Amore",Dogs,Arche,Centaurus A,Sleek Rubber Gloves,California sorcerors,Closed Won,9-Jan-14,22-Apr-14,Yes,,700
"Lemke, Batz and Hermiston",Dogs,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Qualification,27-Jan-14,4-Aug-14,No,,180
"Stamm, Zieme and Langworth",Dogs,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,27-Jan-14,27-Jan-14,Yes,,249
Schaden Group,Horses,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,28-Jan-14,9-Sep-15,No,,322.7
"Cassin, McCullough and Keebler",Ogres,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,28-Jan-14,30-May-14,No,,0
"Cassin, McCullough and Keebler",Ogres,Anthe,Andromeda,Sleek Plastic Pants,Rhode Island people,Identification,28-Jan-14,30-May-14,No,,0
"Corwin, Mann and Spencer",Foxes,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,10-Jan-14,28-Jan-14,Yes,,650
"Corwin, Mann and Spencer",Foxes,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,10-Jan-14,28-Jan-14,Yes,,5
"Abbott, Reichert and Christiansen",Unknown,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Decision,23-Jan-14,11-Jul-14,No,,1500
Dicki Group,Unknown,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Closed Won,8-Jan-14,31-Jan-14,Yes,0,2748
"Jacobi, Altenwerth and Block",Kangaroos,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,30-Jan-14,30-Jan-14,Yes,,10
"Jacobi, Altenwerth and Block",Kangaroos,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,30-Jan-14,30-Jan-14,Yes,,7
"Lemke, Batz and Hermiston",Dogs,Aoede,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Qualification,27-Jan-14,4-Aug-14,No,,660
"Lemke, Batz and Hermiston",Dogs,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Qualification,27-Jan-14,4-Aug-14,No,,1410
"O'Connell, Moore and Stamm",Horses,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,27-Jan-14,27-Jan-14,Yes,,116
"Veum, Haag and Champlin",Fishes,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,27-Jan-14,27-Jan-14,Yes,,160
Mraz-Okuneva,Bees,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Identification,27-Jan-14,31-May-14,No,,2000
Mraz-Okuneva,Bees,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Identification,27-Jan-14,31-May-14,No,,2000
D'Amore-Orn,Foxes,Amalthea,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Proposal,27-Jan-14,16-Jun-14,No,,4650
Walsh Inc,Dogs,Albiorix,Andromeda,Practical Cotton Table,Rhode Island people,Closed Won,27-Jan-14,1-Feb-14,Yes,,12
Fahey-Spencer,Ogres,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,27-Jan-14,31-Jul-14,No,,1645.5
"Cole, Marvin and Thiel",Bees,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,19-Jan-14,31-Mar-14,Yes,,420
"Gibson, Kerluke and Koepp",Dogs,Aegaeon,Andromeda,Intelligent Steel Pants,California sorcerors,Closed Won,23-Jan-14,24-Jan-14,Yes,0,519
"Jakubowski, Mills and Mosciski",Horses,Amalthea,Milky Way,Ergonomic Rubber Computer,Rhode Island people,Identification,22-Jan-14,30-May-14,Yes,,390
"Jakubowski, Mills and Mosciski",Horses,Amalthea,Milky Way,Ergonomic Rubber Computer,Rhode Island people,Identification,22-Jan-14,30-May-14,Yes,,0
Rodriguez-Terry,Unknown,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,24-Jan-14,24-Jan-14,Yes,,1160
"Muller, Adams and Roob",Ducks,Ananke,Centaurus A,Rustic Steel Computer,Rhode Island people,Proposal,3-Feb-14,30-Jun-14,Yes,,1200
"Muller, Adams and Roob",Ducks,Ananke,Centaurus A,Rustic Steel Computer,Rhode Island people,Proposal,3-Feb-14,30-Jun-14,No,,0
Rodriguez-Terry,Unknown,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,24-Jan-14,24-Jan-14,Yes,,17538
Runolfsson Inc,Foxes,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Identification,23-Jan-14,30-Apr-15,No,,3000
"Kuhn, Ferry and Bednar",Horses,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Identification,13-Jan-14,19-Jan-15,No,,16000
Koch LLC,Foxes,Amalthea,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Proposal,14-Jan-14,31-Jul-14,No,0,1527.1
"Lemke, Torp and Hauck",Vixens,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,28-Jan-14,4-Mar-15,No,,354.9
Torp-White,Horses,Amalthea,Milky Way,Practical Cotton Table,Rhode Island people,Identification,2-Feb-14,25-Jun-14,No,,0
"Muller, Adams and Roob",Ducks,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Proposal,3-Feb-14,30-Jun-14,No,,20
"Muller, Adams and Roob",Ducks,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Proposal,3-Feb-14,30-Jun-14,No,,0
"Zulauf, Shields and Christiansen",Unknown,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Identification,10-Jan-14,15-Jul-14,No,,18750
Reichel LLC,Foxes,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Closed Won,20-Jan-14,20-Jan-14,Yes,0,27
Reichel LLC,Foxes,Aegaeon,Andromeda,Intelligent Steel Pants,California sorcerors,Closed Won,20-Jan-14,20-Jan-14,Yes,0,8
Wilderman and Sons,Unknown,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,30-Jan-14,17-Jun-15,No,,387.2
"Friesen, Cormier and Volkman",Dogs,Arche,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,13-Jan-14,14-Jan-14,Yes,,0
"Funk, D'Amore and Bogan",Foxes,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,4-Mar-14,4-Mar-14,Yes,,687.2
Towne Group,Bees,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Proposal,15-Jan-14,15-Jun-14,No,,5288
Quitzon-Mante,Horses,Amalthea,Milky Way,Ergonomic Plastic Hat,Rhode Island people,Closed Lost,13-Jan-14,26-Mar-14,Yes,,1640
Quitzon-Mante,Horses,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Closed Lost,13-Jan-14,26-Mar-14,Yes,,340
Stroman-Fisher,Bees,Amalthea,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Proposal,30-Jan-14,2-Jun-14,Yes,,14280
"Tillman, Bartell and Braun",Dogs,Bianca,Centaurus A,Rustic Rubber Chair,California sorcerors,Closed Won,2-Feb-14,2-Feb-14,Yes,0,0
Torphy-Luettgen,Dogs,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,29-Jan-14,29-Jan-14,Yes,,1110
Hayes-Torphy,Goblins,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,30-Jan-14,28-May-15,No,,451.7
"Fay, Krajcik and Mosciski",Kangaroos,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Identification,31-Jan-14,12-Nov-14,No,,0
"Fay, Krajcik and Mosciski",Kangaroos,Amalthea,Milky Way,Sleek Plastic Pants,Rhode Island people,Identification,31-Jan-14,12-Nov-14,No,,0
Kozey LLC,Ducks,Arche,Centaurus A,Rustic Rubber Chair,California sorcerors,Decision,29-Jan-14,20-May-14,No,500,1500
"Wyman, Prosacco and Skiles",Unknown,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Closed Won,15-Jan-14,24-Jan-14,Yes,,2340
Moore-Bergnaum,Vixens,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,25-Jan-14,13-Sep-15,No,,0
Durgan-Hartmann,Bees,Aegir,Milky Way,Ergonomic Plastic Hat,Rhode Island people,Closed Won,17-Jan-14,10-Feb-14,Yes,,0
Durgan-Hartmann,Bees,Aegir,Milky Way,Rustic Steel Computer,Rhode Island people,Closed Won,17-Jan-14,10-Feb-14,Yes,,0
Ankunding LLC,Bees,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Closed Won,9-Mar-14,9-Mar-14,Yes,,1888
Hamill Inc,Bears,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Decision,13-Jan-14,23-May-14,No,,225
Hamill Inc,Bears,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Decision,13-Jan-14,23-May-14,No,,150
"King, Rosenbaum and O'Hara",Ogres,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,4-Mar-14,4-Mar-14,Yes,,105.9
"Funk, D'Amore and Bogan",Foxes,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,4-Mar-14,4-Mar-14,Yes,,610
Carter-Donnelly,Fishes,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,31-Jan-14,16-Sep-14,No,,0
"Collins, Waters and Deckow",Bees,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,31-Jan-14,31-Jan-14,Yes,,645.3
"Moore, Ryan and Kautzer",Dogs,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,30-Jan-14,14-Jul-15,No,,0
Schaefer-Bergnaum,Ogres,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,30-Jan-14,30-Jan-14,Yes,,60
Weissnat-Schowalter,Oxen,Albiorix,Andromeda,Practical Cotton Table,Rhode Island people,Closed Won,30-Jan-14,30-Jan-14,Yes,,24
Kemmer Group,Dogs,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Lost,30-Jan-14,7-Feb-14,Yes,0,0
Kemmer Group,Dogs,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Lost,30-Jan-14,7-Feb-14,Yes,0,0
"Murray, Dach and Nikolaus",Vixens,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,30-Jan-14,7-May-14,No,,968
Jerde-Powlowski,Kangaroos,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,30-Jan-14,29-Aug-14,No,,322.7
Donnelly Group,Horses,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,31-Jan-14,10-Feb-15,No,,0
Stroman-Fisher,Bees,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Proposal,30-Jan-14,2-Jun-14,Yes,,32400
Stroman-Fisher,Bees,Amalthea,Milky Way,Sleek Plastic Pants,Rhode Island people,Proposal,30-Jan-14,2-Jun-14,Yes,,6750
Upton-Crona,Bees,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,29-Jan-14,14-Jul-15,No,,0
Hyatt-Lakin,Horses,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,25-Jan-14,25-Jun-14,No,,0
Kemmer Group,Dogs,Aoede,Centaurus A,Practical Cotton Table,Rhode Island people,Closed Lost,30-Jan-14,7-Feb-14,Yes,0,0
"Quitzon, Gerlach and Schulist",Dogs,Amalthea,Milky Way,Practical Cotton Table,Rhode Island people,Proposal,15-Jan-14,23-Jun-14,Yes,,727.2
"Quitzon, Gerlach and Schulist",Dogs,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Proposal,15-Jan-14,23-Jun-14,No,0,769
"Kovacek, Ferry and Rodriguez",Unknown,Aegaeon,Andromeda,Rustic Rubber Chair,California sorcerors,Closed Won,2-Jan-14,9-Mar-14,Yes,0,189.6
O'Connell-Borer,Unknown,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,27-Jan-14,27-Jan-14,Yes,,270
O'Connell-Borer,Unknown,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,27-Jan-14,27-Jan-14,Yes,,90
Feeney-Marks,Dogs,Albiorix,Andromeda,Sleek Rubber Gloves,California sorcerors,Proposal,17-Jan-14,10-Feb-15,No,,1200
Crona-Goyette,Vixens,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,14-Jan-14,21-Jan-14,Yes,0,288
Crona-Goyette,Vixens,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,14-Jan-14,21-Jan-14,Yes,0,1080
"Johnson, Greenholt and Halvorson",Horses,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Closed Won,16-Jan-14,17-Jan-14,Yes,,650
Feeney-Marks,Dogs,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Proposal,17-Jan-14,10-Feb-15,No,,500
Quitzon-Schaefer,Dogs,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,8-Jan-14,8-Jan-14,Yes,,2750
Quitzon-Schaefer,Dogs,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,8-Jan-14,8-Jan-14,Yes,,720
Quitzon-Schaefer,Dogs,Aitne,Centaurus A,Practical Cotton Table,Rhode Island people,Closed Won,8-Jan-14,8-Jan-14,Yes,,225
"Becker, Zulauf and Fadel",Ducks,Cressida,Omega,Sleek Plastic Pants,Rhode Island people,Identification,7-Jan-14,28-Nov-14,No,,1
"Becker, Zulauf and Fadel",Ducks,Cressida,Omega,Rustic Steel Computer,Rhode Island people,Identification,7-Jan-14,28-Nov-14,No,,1
"Jakubowski, Mills and Mosciski",Horses,Aitne,Centaurus A,Sleek Rubber Gloves,California sorcerors,Proposal,8-Jan-14,31-May-14,No,,2500
"Jakubowski, Mills and Mosciski",Horses,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Proposal,8-Jan-14,31-May-14,No,,0
"Jakubowski, Mills and Mosciski",Horses,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Proposal,8-Jan-14,31-May-14,No,,0
"Jakubowski, Mills and Mosciski",Horses,Aitne,Centaurus A,Practical Cotton Table,Rhode Island people,Proposal,8-Jan-14,31-May-14,No,,0
"Grant, Friesen and Wuckert",Ogres,Amalthea,Milky Way,Incredible Granite Shoes,Alabama chickens,Closed Won,13-Jan-14,13-Jan-14,Yes,34008,1.1
"Streich, Greenholt and Deckow",Bees,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Qualification,17-Jan-14,31-Oct-14,No,30000,15000
"Hamill, Shanahan and Carter",Dogs,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,25-Jan-14,25-Sep-15,No,,0
Kozey-Kihn,Horses,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,25-Jan-14,25-Jul-14,No,,0
"Wilderman, Mann and Yost",Kangaroos,Amalthea,Milky Way,Sleek Plastic Pants,Rhode Island people,Closed Won,10-Jan-14,13-Jan-14,Yes,0,4500
Labadie Inc,Bees,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,15-Jan-14,25-Feb-14,Yes,,800
Dickinson-Connelly,Ogres,Amalthea,Milky Way,Small Rubber Chair,Kentucky druids,Proposal,13-Jan-14,7-Jul-14,No,1,1
Dickinson-Connelly,Ogres,Amalthea,Milky Way,Small Rubber Chair,Kentucky druids,Proposal,13-Jan-14,7-Jul-14,No,1,0
"Becker, Zulauf and Fadel",Ducks,Carme,Omega,Rustic Steel Computer,Rhode Island people,Identification,7-Jan-14,28-Nov-14,No,,1
Connelly Group,Horses,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Decision,21-Jan-14,17-Nov-14,No,,12000
"Wilderman, Mann and Yost",Kangaroos,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,25-Jan-14,25-May-14,No,,0
Watsica Inc,Ogres,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Proposal,26-Jan-14,30-May-14,No,,0
Watsica Inc,Ogres,Amalthea,Milky Way,Sleek Plastic Pants,Rhode Island people,Proposal,26-Jan-14,30-May-14,No,,0
Watsica Inc,Ogres,Ariel,Milky Way,Rustic Steel Computer,Rhode Island people,Proposal,26-Jan-14,30-May-14,No,,0
Watsica Inc,Ogres,Ariel,Milky Way,Sleek Plastic Pants,Rhode Island people,Proposal,26-Jan-14,30-May-14,No,,0
"Conn, Bernhard and Rath",Kangaroos,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,27-Jan-14,27-Jan-14,Yes,,459
"Gibson, Kerluke and Koepp",Dogs,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,12-Jan-14,13-Jan-14,Yes,,1920
"Gibson, Kerluke and Koepp",Dogs,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,12-Jan-14,13-Jan-14,Yes,,1025
Graham-Carter,Foxes,Aegaeon,Andromeda,Rustic Steel Car,Rhode Island people,Proposal,21-Jan-14,1-Oct-14,Yes,0,0
"Macejkovic, Labadie and Towne",Foxes,Ananke,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Lost,29-Jan-14,10-Mar-14,Yes,1,45000
"Becker, Zulauf and Fadel",Ducks,Carme,Omega,Sleek Plastic Pants,Rhode Island people,Identification,7-Jan-14,28-Nov-14,No,,1
Lueilwitz Group,Kangaroos,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,7-Jan-14,7-Jan-14,Yes,,153
Lueilwitz Group,Kangaroos,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,7-Jan-14,7-Jan-14,Yes,,210
Lueilwitz Group,Kangaroos,Aoede,Centaurus A,Practical Cotton Table,Rhode Island people,Closed Won,7-Jan-14,7-Jan-14,Yes,,224
Lueilwitz Group,Kangaroos,Aoede,Centaurus A,Intelligent Steel Pants,California sorcerors,Closed Won,7-Jan-14,7-Jan-14,Yes,,42
Schuppe LLC,Horses,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,28-Jan-14,28-Jan-14,Yes,,253.2
Skiles-Huel,Horses,Carpo,Andromeda,Sleek Plastic Pants,Rhode Island people,Identification,20-Jan-14,31-Jul-14,No,,200
Skiles-Huel,Horses,Carpo,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,20-Jan-14,31-Jul-14,No,,10000
Graham-Carter,Foxes,Aegaeon,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Proposal,21-Jan-14,1-Oct-14,No,0,3000
Graham-Carter,Foxes,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Proposal,21-Jan-14,1-Oct-14,No,0,9000
West-Wunsch,Vixens,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Proposal,21-Jan-14,31-May-14,Yes,,0
West-Wunsch,Vixens,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Proposal,21-Jan-14,31-May-14,Yes,,0
West-Wunsch,Vixens,Aegaeon,Andromeda,Ergonomic Plastic Hat,Rhode Island people,Proposal,21-Jan-14,31-May-14,Yes,,0
Hessel and Sons,Horses,Aegaeon,Andromeda,Ergonomic Plastic Pants,Alabama chickens,Identification,17-Jan-14,31-Jul-14,No,1,2000
Lueilwitz Inc,Horses,Aitne,Centaurus A,Sleek Rubber Gloves,California sorcerors,Closed Won,17-Jan-14,17-Jan-14,Yes,,2880
Fadel-Volkman,Ducks,Aegir,Milky Way,Practical Cotton Hat,Alabama chickens,Closed Won,4-Mar-14,20-Mar-14,Yes,,368
Terry-Jacobi,Horses,Aegaeon,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Proposal,13-Jan-14,28-Feb-14,No,,450
Terry-Jacobi,Horses,Aegaeon,Andromeda,Ergonomic Plastic Hat,Rhode Island people,Proposal,13-Jan-14,28-Feb-14,No,,450
"Cormier, Grady and Mueller",Fishes,Aitne,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Closed Won,8-Jan-14,8-Jan-14,Yes,,50
"Tillman, Bartell and Braun",Dogs,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,28-Jan-14,15-Dec-14,No,,0
"Tillman, Bartell and Braun",Dogs,Anthe,Andromeda,Sleek Plastic Pants,Rhode Island people,Identification,28-Jan-14,15-Dec-14,No,,0
Skiles-Huel,Horses,Carpo,Andromeda,Sleek Rubber Gloves,California sorcerors,Identification,20-Jan-14,31-Jul-14,No,,450
